pmcid,pmid,doi,created
PMC236777,8151759,NA,1994-05-01
PMC1887252,8160765,NA,1994-04-01
PMC1263673,8004548,NA,1994-04-01
PMC358318,8055468,10.1128/cmr.7.2.200,1994-04-01
PMC205298,8144461,10.1128/jb.176.7.1944-1948.1994,1994-04-01
PMC236746,7908062,NA,1994-04-01
PMC236739,8139040,NA,1994-04-01
PMC236703,8139012,NA,1994-04-01
PMC1686320,8055431,NA,1994-03-01
PMC236625,8107227,NA,1994-03-01
PMC236606,7906312,NA,1994-03-01
PMC301034,8049518,10.1091/mbc.5.3.253,1994-03-01
PMC43211,8127852,10.1073/pnas.91.5.1604,1994-03-01
PMC1686726,8069830,NA,1994-02-01
PMC1686724,8069819,NA,1994-02-01
PMC394845,8313901,10.1002/j.1460-2075.1994.tb06294.x,1994-02-01
PMC186113,7507888,NA,1994-02-01
PMC474322,8128400,10.1136/thx.49.2.121,1994-02-01
PMC4140090,7913361,10.1007/978-3-7091-9326-6_51,1994-01-01
PMC1263660,8143254,NA,1994-01-01
PMC1263658,8143252,NA,1994-01-01
PMC1686235,8044760,NA,1994-01-01
PMC1205794,8138178,NA,1994-01-01
PMC501755,7907609,10.1136/jcp.47.1.43,1994-01-01
PMC236292,8254744,NA,1994-01-01
PMC236272,8254722,NA,1994-01-01
PMC236266,8254779,NA,1994-01-01
PMC236259,8254723,NA,1994-01-01
PMC236257,8254718,NA,1994-01-01
PMC310462,8290341,10.1093/nar/21.25.5838,1993-12-01
PMC413753,8262036,10.1002/j.1460-2075.1993.tb06186.x,1993-12-01
PMC48058,8265618,10.1073/pnas.90.24.11733,1993-12-01
PMC288460,7504690,10.1172/jci116879,1993-12-01
PMC238214,8230469,NA,1993-12-01
PMC238203,8230460,NA,1993-12-01
PMC238183,8230443,NA,1993-12-01
PMC238166,8230429,NA,1993-12-01
PMC238165,7693965,NA,1993-12-01
PMC372939,8302216,NA,1993-12-01
PMC281237,8406881,NA,1993-11-01
PMC238124,7692085,NA,1993-11-01
PMC238095,8105105,NA,1993-11-01
PMC364755,8413285,10.1128/mcb.13.11.6931,1993-11-01
PMC1679193,8241910,10.1136/bmj.307.6910.982,1993-10-01
PMC192245,8257140,10.1128/aac.37.10.2166,1993-10-01
PMC2271374,8405160,10.1017/s0950268800057046,1993-10-01
PMC238052,8371359,NA,1993-10-01
PMC238033,8396672,NA,1993-10-01
PMC238026,8396668,NA,1993-10-01
PMC238018,8371351,NA,1993-10-01
PMC364647,8413201,10.1128/mcb.13.10.5981,1993-10-01
PMC464852,NA,NA,1993-10-01
PMC1679006,NA,NA,1993-09-01
PMC237961,8350413,NA,1993-09-01
PMC237952,8350409,NA,1993-09-01
PMC237948,8350406,NA,1993-09-01
PMC237945,8350404,NA,1993-09-01
PMC237906,8394437,NA,1993-09-01
PMC2271186,8394240,10.1017/s0950268800056764,1993-08-01
PMC294945,8394383,10.1172/jci116609,1993-08-01
PMC237898,8331741,NA,1993-08-01
PMC237897,8331740,NA,1993-08-01
PMC237889,8392626,NA,1993-08-01
PMC237879,8331732,NA,1993-08-01
PMC237873,8392620,NA,1993-08-01
PMC237862,8392613,NA,1993-08-01
PMC237834,8392595,NA,1993-08-01
PMC46937,8341643,10.1073/pnas.90.14.6390,1993-07-01
PMC1263616,8395329,NA,1993-07-01
PMC280949,8514404,NA,1993-07-01
PMC237769,7685406,NA,1993-07-01
PMC237750,7685402,NA,1993-07-01
PMC300979,8400455,10.1091/mbc.4.7.695,1993-07-01
PMC46742,8516288,10.1073/pnas.90.12.5469,1993-06-01
PMC280863,7684728,NA,1993-06-01
PMC265568,8314992,NA,1993-06-01
PMC237696,7684468,NA,1993-06-01
PMC237672,8388500,NA,1993-06-01
PMC237655,7684461,NA,1993-06-01
PMC237632,8388482,NA,1993-06-01
PMC300965,8374169,10.1091/mbc.4.6.583,1993-06-01
PMC309480,8502558,10.1093/nar/21.9.2165,1993-05-01
PMC237594,8474170,NA,1993-05-01
PMC309422,8493101,10.1093/nar/21.8.1837,1993-04-01
PMC1029267,8503669,10.1136/adc.68.4.472,1993-04-01
PMC358275,8472247,10.1128/cmr.6.2.150,1993-04-01
PMC2272274,8472782,10.1017/s0950268800068345,1993-04-01
PMC288031,8450062,10.1172/jci116300,1993-03-01
PMC237540,7679750,NA,1993-03-01
PMC237515,8437223,NA,1993-03-01
PMC237484,8437210,NA,1993-03-01
PMC237483,7679743,NA,1993-03-01
PMC45950,8383324,10.1073/pnas.90.5.1716,1993-03-01
PMC1132382,8094953,10.1042/bj2900059,1993-02-01
PMC309200,8382807,10.1093/nar/21.3.779,1993-02-01
PMC309131,7680118,10.1093/nar/21.3.401,1993-02-01
PMC1686380,17424177,NA,1993-02-01
PMC2271959,8432318,10.1017/s0950268800050779,1993-02-01
PMC302774,8423093,NA,1993-02-01
PMC45692,8093643,10.1073/pnas.90.2.507,1993-01-01
PMC1263591,8381701,NA,1993-01-01
PMC237352,8416368,NA,1993-01-01
PMC237331,8380065,NA,1993-01-01
PMC334548,1475213,10.1093/nar/20.23.6429,1992-12-01
PMC1481389,17424133,NA,1992-12-01
PMC1481375,17424135,NA,1992-12-01
PMC443384,1334974,10.1172/jci116119,1992-12-01
PMC240458,1331534,NA,1992-12-01
PMC240449,1279203,NA,1992-12-01
PMC240442,1331527,NA,1992-12-01
PMC240431,1331520,NA,1992-12-01
PMC240365,1331507,NA,1992-12-01
PMC240321,1279194,NA,1992-12-01
PMC372888,1480109,NA,1992-12-01
PMC50584,1454842,10.1073/pnas.89.23.11523,1992-12-01
PMC50506,1454792,10.1073/pnas.89.23.11146,1992-12-01
PMC1021088,1494783,10.1136/thx.47.12.993,1992-12-01
PMC1481437,17424115,NA,1992-11-01
PMC240186,1404621,NA,1992-11-01
PMC240179,1383570,NA,1992-11-01
PMC240165,1383568,NA,1992-11-01
PMC240143,1383566,NA,1992-11-01
PMC240125,1383562,NA,1992-11-01
PMC240121,1328669,NA,1992-11-01
PMC334375,1437578,10.1093/nar/20.20.5495,1992-10-01
PMC283671,1326665,NA,1992-10-01
PMC241492,1527853,NA,1992-10-01
PMC241489,1326662,NA,1992-10-01
PMC241485,1326658,NA,1992-10-01
PMC241466,1326650,NA,1992-10-01
PMC241459,1527845,NA,1992-10-01
PMC241449,1382141,NA,1992-10-01
PMC49975,1528874,10.1073/pnas.89.18.8636,1992-09-01
PMC334213,1408781,10.1093/nar/20.17.4677,1992-09-01
PMC289115,1323710,NA,1992-09-01
PMC289097,1323704,NA,1992-09-01
PMC289096,1323703,NA,1992-09-01
PMC289090,1501278,NA,1992-09-01
PMC289081,1501275,NA,1992-09-01
PMC289071,1501271,NA,1992-09-01
PMC334071,1508680,10.1093/nar/20.15.3945,1992-08-01
PMC2145744,21221317,NA,1992-08-01
PMC1379446,1327982,10.1136/gut.33.8.1080,1992-08-01
PMC257284,1639476,NA,1992-08-01
PMC241392,1321294,NA,1992-08-01
PMC241386,1629968,NA,1992-08-01
PMC241354,1321283,NA,1992-08-01
PMC241341,1321279,NA,1992-08-01
PMC241311,1321272,NA,1992-08-01
PMC241301,1629954,NA,1992-08-01
PMC241291,1378507,NA,1992-08-01
PMC312530,1630939,10.1093/nar/20.13.3531,1992-07-01
PMC312492,1630909,10.1093/nar/20.13.3375,1992-07-01
PMC265361,1321166,NA,1992-07-01
PMC241262,1602557,NA,1992-07-01
PMC241205,1318394,NA,1992-07-01
PMC312473,1620629,10.1093/nar/20.12.3257,1992-06-01
PMC495218,1624594,10.1136/jcp.45.6.479,1992-06-01
PMC241150,1583726,NA,1992-06-01
PMC241133,1316465,NA,1992-06-01
PMC241112,1583719,NA,1992-06-01
PMC49073,1584766,10.1073/pnas.89.10.4319,1992-05-01
PMC241076,1560539,NA,1992-05-01
PMC241068,1560537,NA,1992-05-01
PMC241045,1560531,NA,1992-05-01
PMC241040,1560528,NA,1992-05-01
PMC312288,1579484,10.1093/nar/20.7.1817,1992-04-01
PMC1263529,1317248,NA,1992-04-01
PMC1263528,1317247,NA,1992-04-01
PMC1481210,17423984,NA,1992-04-01
PMC289039,1548770,NA,1992-04-01
PMC288970,1312608,NA,1992-04-01
PMC48637,1549592,10.1073/pnas.89.6.2262,1992-03-01
PMC556553,1547775,10.1002/j.1460-2075.1992.tb05151.x,1992-03-01
PMC265119,1313046,NA,1992-03-01
PMC372854,1579113,NA,1992-03-01
PMC275532,1378326,10.1091/mbc.3.3.309,1992-03-01
PMC312073,1542609,10.1093/nar/20.4.935,1992-02-01
PMC1481150,17423943,NA,1992-02-01
PMC240838,1731103,NA,1992-02-01
PMC240802,1731118,NA,1992-02-01
PMC240797,1309922,NA,1992-02-01
PMC240773,1309909,NA,1992-02-01
PMC48309,1309954,10.1073/pnas.89.2.713,1992-01-01
PMC189235,1317142,10.1128/aac.36.1.100,1992-01-01
PMC1263508,1316800,NA,1992-01-01
PMC1481158,17423930,NA,1992-01-01
PMC265000,1310335,NA,1992-01-01
PMC264990,1346403,NA,1992-01-01
PMC264988,1734041,NA,1992-01-01
PMC238311,1727496,NA,1992-01-01
PMC364087,1309589,10.1128/mcb.12.1.229,1992-01-01
PMC329185,1754376,10.1093/nar/19.23.6405,1991-12-01
PMC245443,1667257,10.1128/aac.35.12.2630,1991-12-01
PMC453089,1935890,10.1002/j.1460-2075.1991.tb04924.x,1991-12-01
PMC270434,1661745,NA,1991-12-01
PMC250817,1658391,NA,1991-12-01
PMC250811,1719237,NA,1991-12-01
PMC250787,1719235,NA,1991-12-01
PMC329084,1945897,10.1093/nar/19.21.6063,1991-11-01
PMC245403,1804023,10.1128/aac.35.11.2444,1991-11-01
PMC209055,1938901,10.1128/jb.173.21.6998-7003.1991,1991-11-01
PMC270383,1663512,NA,1991-11-01
PMC250348,1920635,NA,1991-11-01
PMC250319,1920630,NA,1991-11-01
PMC250269,1656085,NA,1991-11-01
PMC250253,1920619,NA,1991-11-01
PMC361917,1717829,10.1128/mcb.11.11.5479,1991-11-01
PMC245338,1662025,10.1128/aac.35.10.2125,1991-10-01
PMC258958,1894380,NA,1991-10-01
PMC249076,1654456,NA,1991-10-01
PMC249032,1716692,NA,1991-10-01
PMC249011,1654443,NA,1991-10-01
PMC463387,1750016,10.1136/thx.46.10.706,1991-10-01
PMC295447,1885768,10.1172/jci115369,1991-09-01
PMC270259,1663522,NA,1991-09-01
PMC248981,1870216,NA,1991-09-01
PMC248965,1651420,NA,1991-09-01
PMC248912,1870188,NA,1991-09-01
PMC2399123,NA,NA,1991-09-01
PMC328623,1653413,10.1093/nar/19.16.4377,1991-08-01
PMC52311,1651506,10.1073/pnas.88.16.7438,1991-08-01
PMC52219,1871115,10.1073/pnas.88.16.6991,1991-08-01
PMC1481009,17423839,NA,1991-08-01
PMC270180,1761688,NA,1991-08-01
PMC248849,2072447,NA,1991-08-01
PMC248837,1906549,NA,1991-08-01
PMC248832,2072444,NA,1991-08-01
PMC248828,1712855,NA,1991-08-01
PMC241346,2041080,NA,1991-07-01
PMC51911,1648219,10.1073/pnas.88.13.5533,1991-07-01
PMC257984,2037378,NA,1991-06-01
PMC240999,1851885,NA,1991-06-01
PMC240979,2033672,NA,1991-06-01
PMC240963,2033667,NA,1991-06-01
PMC240924,1851863,NA,1991-06-01
PMC240889,1851851,NA,1991-06-01
PMC51658,1852004,10.1073/pnas.88.10.4358,1991-05-01
PMC329457,1710356,10.1093/nar/19.9.2457,1991-05-01
PMC1886009,1850961,NA,1991-05-01
PMC1481497,17423785,NA,1991-05-01
PMC1481486,17423791,NA,1991-05-01
PMC269902,1647407,NA,1991-05-01
PMC240632,1901917,NA,1991-05-01
PMC240610,1850027,NA,1991-05-01
PMC360049,1850103,10.1128/mcb.11.5.2760,1991-05-01
PMC1263434,1653103,NA,1991-04-01
PMC240033,1848313,NA,1991-04-01
PMC240018,1705992,NA,1991-04-01
PMC240014,1848311,NA,1991-04-01
PMC239986,1848306,NA,1991-04-01
PMC239973,1825854,NA,1991-04-01
PMC1480970,17423753,NA,1991-03-01
PMC258373,1705240,NA,1991-03-01
PMC258337,1847697,NA,1991-03-01
PMC258332,1997432,NA,1991-03-01
PMC329866,1999495,10.1172/jci115082,1991-03-01
PMC269815,1645369,NA,1991-03-01
PMC269807,2037666,NA,1991-03-01
PMC239922,1847462,NA,1991-03-01
PMC244992,2024962,10.1128/aac.35.2.283,1991-02-01
PMC239852,1987366,NA,1991-02-01
PMC239832,1846205,NA,1991-02-01
PMC333621,2014184,10.1093/nar/19.2.413,1991-01-01
PMC1793220,1847281,10.1136/adc.66.1.124,1991-01-01
PMC1263420,1653101,NA,1991-01-01
PMC1263419,1909207,NA,1991-01-01
PMC1263415,1653100,NA,1991-01-01
PMC1263414,1653099,NA,1991-01-01
PMC269734,1847152,NA,1991-01-01
PMC240520,1985203,NA,1991-01-01
PMC240513,1845887,NA,1991-01-01
PMC240512,1985201,NA,1991-01-01
PMC240499,1985194,NA,1991-01-01
PMC1877742,2260633,NA,1990-12-01
PMC1793095,1702965,10.1136/adc.65.12.1295,1990-12-01
PMC1480892,17423708,NA,1990-12-01
PMC552194,2249671,10.1002/j.1460-2075.1990.tb07642.x,1990-12-01
PMC552193,2174358,10.1002/j.1460-2075.1990.tb07641.x,1990-12-01
PMC2271825,2249724,10.1017/s0950268800048251,1990-12-01
PMC248803,1700835,NA,1990-12-01
PMC248778,2243386,NA,1990-12-01
PMC248713,2173764,NA,1990-12-01
PMC172017,2073106,10.1128/aac.34.11.2156,1990-11-01
PMC1480882,17423689,NA,1990-11-01
PMC313705,2228231,NA,1990-11-01
PMC296930,2243145,10.1172/jci114902,1990-11-01
PMC296883,1700794,10.1172/jci114855,1990-11-01
PMC268219,2174902,NA,1990-11-01
PMC248598,1976822,NA,1990-11-01
PMC248586,2170676,NA,1990-11-01
PMC1877564,1699421,NA,1990-10-01
PMC1255696,2174299,NA,1990-10-01
PMC358168,2224836,10.1128/cmr.3.4.345,1990-10-01
PMC2271881,2170159,10.1017/s0950268800048019,1990-10-01
PMC247966,2168966,NA,1990-10-01
PMC247963,2168963,NA,1990-10-01
PMC247935,2166833,NA,1990-09-01
PMC247904,2143543,NA,1990-09-01
PMC247878,2166810,NA,1990-09-01
PMC247873,2384915,NA,1990-09-01
PMC247866,2200884,NA,1990-09-01
PMC54658,2169615,10.1073/pnas.87.18.6944,1990-09-01
PMC331928,2395638,10.1093/nar/18.16.4719,1990-08-01
PMC331274,2388833,10.1093/nar/18.15.4535,1990-08-01
PMC552297,2114979,10.1002/j.1460-2075.1990.tb07446.x,1990-08-01
PMC249700,2370687,NA,1990-08-01
PMC249677,2164599,NA,1990-08-01
PMC249653,2164588,NA,1990-08-01
PMC54533,2201027,10.1073/pnas.87.16.6358,1990-08-01
PMC331241,2377496,10.1093/nar/18.14.4303,1990-07-01
PMC213396,2163395,10.1128/jb.172.7.4090-4099.1990,1990-07-01
PMC296697,2365811,10.1172/jci114672,1990-07-01
PMC296693,2365829,10.1172/jci114719,1990-07-01
PMC249563,1693702,NA,1990-07-01
PMC331007,2194164,10.1093/nar/18.12.3529,1990-06-01
PMC330929,2162519,10.1093/nar/18.11.3241,1990-06-01
PMC1663153,2198967,10.1136/bmj.300.6737.1413,1990-06-01
PMC171738,2168152,10.1128/aac.34.6.963,1990-06-01
PMC1255675,2165848,NA,1990-06-01
PMC1255674,2165847,NA,1990-06-01
PMC1255671,2379116,NA,1990-06-01
PMC1255668,2379114,NA,1990-06-01
PMC1255667,1696159,NA,1990-06-01
PMC2271774,2161349,10.1017/s095026880004752x,1990-06-01
PMC258730,2160434,NA,1990-06-01
PMC267955,2166085,NA,1990-06-01
PMC249505,2159566,NA,1990-06-01
PMC249490,1692350,NA,1990-06-01
PMC249489,2159562,NA,1990-06-01
PMC249483,2335824,NA,1990-06-01
PMC249478,2335822,NA,1990-06-01
PMC54060,2161533,10.1073/pnas.87.11.4125,1990-06-01
PMC330853,2161519,10.1093/nar/18.10.3063,1990-05-01
PMC1480707,17423586,NA,1990-05-01
PMC502473,2370317,10.1136/jcp.43.5.438-c,1990-05-01
PMC249350,2157864,NA,1990-05-01
PMC360530,2109184,10.1128/mcb.10.5.1853,1990-05-01
PMC330735,2336412,10.1093/nar/18.8.2205,1990-04-01
PMC330602,2159623,10.1093/nar/18.7.1825,1990-04-01
PMC330589,2186364,10.1093/nar/18.7.1725,1990-04-01
PMC1255639,2357659,NA,1990-04-01
PMC267805,2185269,NA,1990-04-01
PMC249325,2319653,NA,1990-04-01
PMC249324,2157065,NA,1990-04-01
PMC249310,2319651,NA,1990-04-01
PMC249298,2181154,NA,1990-04-01
PMC53720,2181440,10.1073/pnas.87.7.2516,1990-04-01
PMC330465,2320429,10.1093/nar/18.5.1303,1990-03-01
PMC249267,2154621,NA,1990-03-01
PMC249238,2304141,NA,1990-03-01
PMC249216,2154591,NA,1990-03-01
PMC269575,2107200,NA,1990-02-01
PMC249169,2153239,NA,1990-02-01
PMC249167,1688627,NA,1990-02-01
PMC249164,2296081,NA,1990-02-01
PMC249161,2296080,NA,1990-02-01
PMC249149,2153226,NA,1990-02-01
PMC249148,1688626,NA,1990-02-01
PMC258414,2403535,NA,1990-01-01
PMC249107,2403441,NA,1990-01-01
PMC249106,2293666,NA,1990-01-01
PMC1681324,17423474,NA,1989-12-01
PMC2249538,2558033,10.1017/s095026880003106x,1989-12-01
PMC251221,2479773,NA,1989-12-01
PMC251197,2585607,NA,1989-12-01
PMC251194,2555555,NA,1989-12-01
PMC251180,2573738,NA,1989-12-01
PMC372748,2556635,NA,1989-12-01
PMC363739,2479833,10.1128/mcb.9.12.5676,1989-12-01
PMC1681319,17423455,NA,1989-11-01
PMC259859,2478475,NA,1989-11-01
PMC267053,2553767,NA,1989-11-01
PMC251123,2552158,NA,1989-11-01
PMC251098,2677399,NA,1989-11-01
PMC251088,2552139,NA,1989-11-01
PMC363665,2601712,10.1128/mcb.9.11.5134,1989-11-01
PMC1255580,2590876,NA,1989-10-01
PMC1681282,17423442,NA,1989-10-01
PMC329761,2794044,10.1172/jci114268,1989-10-01
PMC298196,2813373,10.1073/pnas.86.20.7979,1989-10-01
PMC318461,2780327,10.1093/nar/17.17.7127,1989-09-01
PMC172688,2817849,10.1128/aac.33.9.1487,1989-09-01
PMC250995,2668562,NA,1989-09-01
PMC250990,2548007,NA,1989-09-01
PMC250964,2547994,NA,1989-09-01
PMC250960,2547993,NA,1989-09-01
PMC372740,2677637,NA,1989-09-01
PMC372737,2677635,NA,1989-09-01
PMC318367,2550899,10.1093/nar/17.16.6726,1989-08-01
PMC318288,2701946,10.1093/nar/17.15.6387,1989-08-01
PMC267681,2504776,NA,1989-08-01
PMC267667,2549096,NA,1989-08-01
PMC250901,2746732,NA,1989-08-01
PMC297836,2474832,10.1073/pnas.86.16.6348,1989-08-01
PMC318210,2762160,10.1093/nar/17.14.5847,1989-07-01
PMC1255723,2766156,NA,1989-07-01
PMC1255709,2766146,NA,1989-07-01
PMC1681086,17423372,NA,1989-07-01
PMC210131,2472379,10.1128/jb.171.7.3824-3830.1989,1989-07-01
PMC267629,2768449,NA,1989-07-01
PMC250860,2542613,NA,1989-07-01
PMC297677,2546161,10.1073/pnas.86.14.5626,1989-07-01
PMC318036,2526320,10.1093/nar/17.12.4847,1989-06-01
PMC318027,2546125,10.1093/nar/17.12.4713,1989-06-01
PMC401011,2548854,10.1002/j.1460-2075.1989.tb03561.x,1989-06-01
PMC2249473,2737256,10.1017/s0950268800030211,1989-06-01
PMC250781,2724413,NA,1989-06-01
PMC250755,2786089,NA,1989-06-01
PMC1879905,2785762,NA,1989-05-01
PMC1879904,2541612,NA,1989-05-01
PMC250621,2495370,NA,1989-05-01
PMC1681206,17423286,NA,1989-04-01
PMC1681205,17423283,NA,1989-04-01
PMC2249429,2539300,10.1017/s0950268800030028,1989-04-01
PMC1032327,NA,NA,1989-04-01
PMC1032326,NA,NA,1989-04-01
PMC248382,2538641,NA,1989-04-01
PMC1138413,2658970,10.1042/bj2580625,1989-03-01
PMC171501,2729934,10.1128/aac.33.3.396,1989-03-01
PMC1680991,17423260,NA,1989-03-01
PMC1292042,2649676,10.1177/014107688908200314,1989-03-01
PMC247841,2464703,NA,1989-03-01
PMC247755,2536105,NA,1989-02-01
PMC286595,2492667,10.1073/pnas.86.3.943,1989-02-01
PMC2491255,NA,NA,1989-01-01
PMC1255513,2492445,NA,1989-01-01
PMC358100,2644024,10.1128/cmr.2.1.51,1989-01-01
PMC267259,2536388,NA,1989-01-01
PMC247703,2521188,NA,1989-01-01
PMC247698,2535742,NA,1989-01-01
PMC339105,2463516,10.1093/nar/16.24.11705,1988-12-01
PMC1681069,17423201,NA,1988-12-01
PMC2249423,3215290,10.1017/s0950268800029484,1988-12-01
PMC442783,2848866,10.1172/jci113821,1988-12-01
PMC253596,2846887,NA,1988-12-01
PMC253582,3184275,NA,1988-12-01
PMC338943,2905039,10.1093/nar/16.22.10849,1988-11-01
PMC338890,3194223,10.1093/nar/16.21.10390,1988-11-01
PMC266866,2853174,NA,1988-11-01
PMC253863,2845141,NA,1988-11-01
PMC253862,2845140,NA,1988-11-01
PMC1255496,3058279,NA,1988-10-01
PMC1255491,2461793,NA,1988-10-01
PMC1255490,2848623,NA,1988-10-01
PMC358061,3069199,10.1128/cmr.1.4.377,1988-10-01
PMC266811,3182992,NA,1988-10-01
PMC253535,2843681,NA,1988-10-01
PMC253509,2843667,NA,1988-10-01
PMC1003594,3178317,10.1136/ard.47.9.764,1988-09-01
PMC1680831,NA,NA,1988-09-01
PMC266685,2846645,NA,1988-09-01
PMC253478,2841500,NA,1988-09-01
PMC253460,2841490,NA,1988-09-01
PMC253439,2457113,NA,1988-09-01
PMC461455,3194873,10.1136/thx.43.9.679,1988-09-01
PMC253743,2455823,NA,1988-08-01
PMC336850,3399386,10.1093/nar/16.13.6097,1988-07-01
PMC1255465,2844379,NA,1988-07-01
PMC358053,3058298,10.1128/cmr.1.3.313,1988-07-01
PMC253411,2836629,NA,1988-07-01
PMC253398,3373572,NA,1988-07-01
PMC1009616,3395574,10.1136/oem.45.6.381,1988-06-01
PMC1680792,17423063,NA,1988-06-01
PMC253283,2835504,NA,1988-06-01
PMC253281,2835502,NA,1988-06-01
PMC280463,3380803,10.1073/pnas.85.12.4526,1988-06-01
PMC1880599,3358460,NA,1988-05-01
PMC1680625,NA,NA,1988-05-01
PMC253240,3357212,NA,1988-05-01
PMC253235,2833625,NA,1988-05-01
PMC172192,2897829,10.1128/aac.32.4.409,1988-04-01
PMC1255445,2836047,NA,1988-04-01
PMC454454,3402436,10.1002/j.1460-2075.1988.tb02929.x,1988-04-01
PMC2249227,2833404,10.1017/s0950268800067443,1988-04-01
PMC259340,3343052,NA,1988-03-01
PMC266335,2833531,NA,1988-03-01
PMC253661,2828650,NA,1988-03-01
PMC253622,3123711,NA,1988-03-01
PMC1194154,3346030,10.1136/sti.64.1.65-a,1988-02-01
PMC172096,2831814,10.1128/aac.32.1.47,1988-01-01
PMC1255400,2832044,NA,1988-01-01
PMC1680735,NA,NA,1988-01-01
PMC1291420,2830401,10.1177/014107688808100108,1988-01-01
PMC250494,2824858,NA,1988-01-01
PMC250493,2446011,NA,1988-01-01
PMC363116,3275869,10.1128/mcb.8.1.273,1988-01-01
PMC340914,3368329,10.1093/nar/16.suppl.r315,1988-01-01
PMC553849,3428275,10.1002/j.1460-2075.1987.tb02713.x,1987-12-01
PMC256017,2824826,NA,1987-12-01
PMC256000,3682060,NA,1987-12-01
PMC255995,2824815,NA,1987-12-01
PMC1899730,2823613,NA,1987-11-01
PMC1255364,2839276,NA,1987-10-01
PMC1680524,17422910,NA,1987-10-01
PMC5379368,3316624,NA,1987-10-01
PMC299267,3118363,10.1073/pnas.84.20.7242,1987-10-01
PMC553685,3315651,10.1002/j.1460-2075.1987.tb02555.x,1987-09-01
PMC442316,3624490,10.1172/jci113147,1987-09-01
PMC269289,2821059,NA,1987-09-01
PMC299120,2442761,10.1073/pnas.84.18.6567,1987-09-01
PMC269263,2442191,NA,1987-08-01
PMC255718,3599185,NA,1987-08-01
PMC255709,3599183,NA,1987-08-01
PMC174883,2821891,10.1128/aac.31.7.1130,1987-07-01
PMC269180,3611315,NA,1987-07-01
PMC5379341,3302236,NA,1987-07-01
PMC269135,3036908,NA,1987-06-01
PMC254216,3033331,NA,1987-06-01
PMC254184,3033313,NA,1987-06-01
PMC254164,3033301,NA,1987-05-01
PMC1255305,3038290,NA,1987-04-01
PMC424298,3494045,10.1172/jci112933,1987-04-01
PMC266050,3571473,NA,1987-04-01
PMC254053,3546729,NA,1987-04-01
PMC2235283,3030790,10.1017/s0950268800061707,1987-02-01
PMC265883,2880866,NA,1987-02-01
PMC174645,3032090,10.1128/aac.31.1.27,1987-01-01
PMC1255274,3032390,NA,1987-01-01
PMC255233,3023696,NA,1987-01-01
PMC253357,3023662,NA,1986-12-01
PMC253324,2431163,NA,1986-12-01
PMC373083,3540573,NA,1986-12-01
PMC1342109,3096462,10.1136/bmj.293.6557.1276,1986-11-01
PMC288928,3021991,NA,1986-11-01
PMC311800,3022236,10.1093/nar/14.19.7806,1986-10-01
PMC1888447,3535529,NA,1986-10-01
PMC500245,3782492,10.1136/jcp.39.10.1159,1986-10-01
PMC253910,2427744,NA,1986-10-01
PMC253896,3018279,NA,1986-10-01
PMC180594,3593475,10.1128/aac.30.3.516,1986-09-01
PMC1680307,17422690,NA,1986-09-01
PMC311641,3748812,10.1093/nar/14.15.6338,1986-08-01
PMC2013047,3017399,NA,1986-08-01
PMC260880,3525410,NA,1986-08-01
PMC253097,3016306,NA,1986-08-01
PMC311559,3016650,NA,1986-07-01
PMC1888177,3524254,NA,1986-07-01
PMC1255218,3017528,NA,1986-07-01
PMC1290380,3528488,10.1177/014107688607900710,1986-07-01
PMC253053,3012115,NA,1986-07-01
PMC1888266,3717301,NA,1986-06-01
PMC2129693,3734436,10.1017/s0022172400066353,1986-06-01
PMC252996,3517385,NA,1986-06-01
PMC252994,3701929,NA,1986-06-01
PMC323700,3012558,10.1073/pnas.83.12.4204,1986-06-01
PMC1340425,2424541,10.1136/bmj.292.6533.1413,1986-05-01
PMC268738,3519657,NA,1986-05-01
PMC252945,2422396,NA,1986-05-01
PMC252928,3009857,NA,1986-05-01
PMC339728,3960740,10.1093/nar/14.7.3144,1986-04-01
PMC1255185,3756670,NA,1986-04-01
PMC2129655,3009606,10.1017/s0022172400066031,1986-04-01
PMC1680146,NA,NA,1986-03-01
PMC252834,3005607,NA,1986-03-01
PMC252799,3005623,NA,1986-03-01
PMC1680196,17422624,NA,1986-02-01
PMC1680183,17422622,NA,1986-02-01
PMC1028703,NA,NA,1986-02-01
PMC339422,3753774,10.1093/nar/14.1.389,1986-01-01
PMC2490953,3026673,NA,1986-01-01
PMC1255175,3017525,NA,1986-01-01
PMC1255174,3017524,NA,1986-01-01
PMC252730,2867230,NA,1986-01-01
PMC252692,3001366,NA,1986-01-01
PMC1298742,3296405,NA,1986-01-01
PMC1418437,3935230,10.1136/bmj.291.6509.1650,1985-12-01
PMC271877,4066916,NA,1985-12-01
PMC2129572,3912433,10.1017/s002217240006068x,1985-12-01
PMC252664,2999444,NA,1985-12-01
PMC252663,2999443,NA,1985-12-01
PMC268550,4056013,NA,1985-11-01
PMC252599,2997467,NA,1985-11-01
PMC252597,2997466,NA,1985-11-01
PMC1777522,4062353,10.1136/adc.60.10.986,1985-10-01
PMC1236211,NA,NA,1985-10-01
PMC554532,2996880,10.1002/j.1460-2075.1985.tb03959.x,1985-10-01
PMC268492,3935665,NA,1985-10-01
PMC261190,4030091,NA,1985-09-01
PMC423980,3876354,10.1172/jci112057,1985-09-01
PMC268418,2995437,NA,1985-09-01
PMC255066,4020969,NA,1985-09-01
PMC268372,4031040,NA,1985-08-01
