doi,created
10.1186/1471-2458-9-488,2009-12-24
10.1186/cc8208,2009-12-11
10.1371/journal.pone.0008995,2010-02-02
10.1371/journal.ppat.1000757,2010-02-04
10.1371/journal.pone.0009106,2010-02-05
10.1155/2009/316936,2010-02-01
10.1371/journal.pbio.1000301,2010-02-08
10.1371/journal.pone.0009018,2010-02-09
10.1186/1743-422x-7-6,2010-01-15
10.3390/ijerph7010089,2010-01-13
10.3390/ijerph7010291,2010-01-21
10.1186/1743-422x-7-3,2010-01-08
10.1371/journal.pone.0009214,2010-02-16
10.1186/1743-422x-7-9,2010-01-19
10.1371/journal.ppat.1000772,2010-02-18
10.1371/journal.pone.0009332,2010-02-19
10.1098/rspb.2009.1059,2009-08-20
10.1371/journal.pntd.0000626,2010-02-22
10.1186/1751-0147-52-1,2010-01-06
10.1186/1743-422x-7-30,2010-02-09
10.1186/1472-6750-10-14,2010-02-17
10.1186/1471-2458-10-84,2010-02-20
10.1186/1743-422x-7-31,2010-02-10
10.1186/1741-7007-8-12,2010-02-04
10.1186/1743-422x-7-17,2010-01-26
10.1186/1743-422x-7-40,2010-02-18
10.1371/journal.pmed.1000213,2010-03-08
10.3390/v1030689,2009-11-04
10.3390/v1030441,2009-10-20
10.1186/1472-6807-10-6,2010-02-23
10.1371/journal.pone.0009603,2010-03-10
10.1186/1746-6148-6-10,2010-02-23
10.1186/1743-422x-7-52,2010-03-04
10.1186/1472-6750-10-10,2010-02-10
10.1371/journal.pone.0009757,2010-03-17
10.1371/journal.ppat.1000808,2010-03-18
10.1186/1471-2458-10-130,2010-03-16
10.1098/rsif.2009.0151,2009-06-18
10.1371/journal.pone.0009812,2010-03-22
10.1186/1471-2334-10-42,2010-03-02
10.1371/journal.pcbi.1000721,2010-03-25
10.1186/1471-2334-10-45,2010-03-30
10.1186/1471-2334-10-50,2010-03-06
10.1186/1743-422x-7-63,2010-03-30
10.1186/1471-2458-10-138,2010-03-17
10.1186/1471-2334-10-35,2010-03-26
10.1371/journal.pone.0009986,2010-04-01
10.1186/1471-2334-10-32,2010-04-07
10.1371/journal.pcbi.1000736,2010-04-08
10.1371/journal.ppat.1000849,2010-04-08
10.1186/1472-6963-10-72,2010-03-23
10.1371/journal.pone.0010067,2010-04-09
10.1371/journal.pone.0010071,2010-04-14
10.1371/journal.ppat.1000863,2010-04-22
10.1371/journal.ppat.1000872,2010-04-22
10.1371/journal.pntd.0000623,2010-04-27
10.1371/journal.pmed.1000266,2010-04-27
10.1371/journal.pntd.0000669,2010-04-27
10.1186/1471-2458-10-174,2010-03-30
10.1371/journal.pone.0010406,2010-04-29
10.1371/journal.ppat.1000875,2010-04-29
10.1186/1471-2121-11-27,2010-04-17
10.1186/1471-2334-10-99,2010-04-20
10.1155/2010/723798,2010-05-05
10.1186/1471-2407-10-118,2010-03-27
10.3390/ijms11031141,2010-03-18
10.3390/ijms11030880,2010-03-02
10.1371/journal.pone.0010645,2010-05-14
10.1371/journal.pone.0010658,2010-05-14
10.1186/1471-2180-10-117,2010-04-20
10.1371/journal.pntd.0000685,2010-05-18
10.1371/journal.pntd.0000690,2010-05-18
10.1371/journal.pone.0010675,2010-05-18
10.1186/1756-0500-3-101,2010-05-19
10.1186/1743-422x-7-85,2010-04-30
10.1371/journal.pone.0010717,2010-05-19
10.1186/1471-2164-11-251,2010-04-20
10.1186/1423-0127-17-32,2010-04-28
10.1186/1471-2458-10-191,2010-04-13
10.1186/1471-2105-11-210,2010-04-28
10.1371/journal.pmed.1000282,2010-05-25
10.1371/journal.ppat.1000931,2010-06-03
10.1186/1743-422x-7-86,2010-05-01
10.1186/1471-2334-10-113,2010-05-12
10.1371/journal.ppat.1000948,2010-06-10
10.1186/1471-2156-11-38,2010-05-14
10.1186/1742-4690-7-47,2010-05-20
10.1186/1743-422x-7-94,2010-05-12
10.1186/1471-2334-10-114,2010-05-12
10.1371/journal.pone.0011088,2010-06-14
10.1186/1471-2164-11-268,2010-04-28
10.1099/vir.0.2008/003962-0,2008-10-17
10.1371/journal.pone.0011199,2010-06-21
10.1371/journal.pntd.0000723,2010-06-22
10.1371/journal.pntd.0000721,2010-06-22
10.1186/1471-2407-10-279,2010-06-11
10.1186/1471-2334-10-139,2010-05-28
10.1186/1751-0147-52-37,2010-06-04
10.1371/journal.ppat.1000881,2010-06-24
10.1371/journal.pone.0011298,2010-06-24
10.1371/journal.pone.0011304,2010-06-24
10.1186/1743-422x-7-113,2010-06-02
10.1371/journal.pone.0011317,2010-06-25
10.1371/journal.pone.0011327,2010-06-25
10.1186/1743-422x-7-98,2010-05-14
10.1371/journal.pone.0011340,2010-06-28
10.1371/journal.pone.0011341,2010-06-28
10.1371/journal.pone.0011360,2010-06-29
10.1371/journal.pone.0011377,2010-06-29
10.1186/1743-422x-7-99,2010-06-30
10.1186/1471-2334-10-136,2010-05-27
10.1186/1741-7007-8-84,2010-06-15
10.1371/journal.ppat.1000980,2010-07-01
10.1186/1471-2458-10-322,2010-06-08
10.1186/1471-2148-10-192,2010-06-22
10.1186/1745-6150-5-40,2010-06-17
10.1186/1751-0147-52-33,2010-05-21
10.1371/journal.pntd.0000739,2010-07-13
10.1155/2010/184328,2010-06-16
10.1186/1477-5956-8-28,2010-06-08
10.1186/1742-6405-7-21,2010-07-06
10.1371/journal.ppat.1001017,2010-07-22
10.1186/1471-2105-11-354,2010-06-29
10.1371/journal.pone.0011721,2010-07-23
10.1186/1748-7188-5-27,2010-06-23
10.1186/1477-5956-8-29,2010-06-09
10.1186/1471-2431-10-48,2010-07-27
10.1371/journal.pone.0011815,2010-07-27
10.1186/1477-7525-8-66,2010-07-29
10.1186/1746-6148-6-35,2010-07-08
10.1371/journal.ppat.1000937,2010-07-29
10.1186/1471-2431-10-51,2010-07-20
10.1371/journal.pntd.0000771,2010-08-03
10.1186/1471-2458-10-442,2010-07-29
10.1186/1471-2458-10-413,2010-07-13
10.1186/1743-422x-7-169,2010-07-21
10.1186/1471-2458-10-451,2010-08-10
10.1186/1471-2180-10-201,2010-07-27
10.1371/journal.ppat.1001039,2010-08-12
10.1186/1756-0500-3-199,2010-07-15
10.1186/1471-2334-10-222,2010-07-28
10.1186/1465-9921-11-108,2010-08-10
10.1186/1423-0127-17-65,2010-08-04
10.1371/journal.pone.0012262,2010-08-18
10.1186/1475-2867-10-25,2010-08-04
10.4061/2010/809480,2010-07-28
10.1371/journal.pntd.0000802,2010-08-24
10.1186/1471-2334-10-234,2010-08-07
10.1371/journal.pone.0012442,2010-08-27
10.1186/1471-2458-10-501,2010-08-19
10.1098/rsif.2010.0123,2010-04-22
10.1186/1752-0509-4-117,2010-08-20
10.1186/1743-422x-7-200,2010-08-25
10.1186/1743-422x-7-206,2010-08-31
10.1371/journal.ppat.1001038,2010-09-16
10.1186/1471-2334-10-256,2016-07-09
10.1186/1471-2105-11-444,2010-09-02
10.1186/1742-2094-7-53,2010-09-21
10.1186/1741-7007-8-123,2010-09-14
10.1186/1471-2105-11-451,2010-09-07
10.1289/ehp.0901782,2010-04-30
10.1186/1743-422x-7-226,2010-09-14
10.1186/1471-2334-10-263,2010-09-21
10.1371/journal.pone.0012951,2010-09-23
10.2174/138920210791616725,2010-06-27
10.1186/1471-2458-10-532,2010-09-03
10.1186/1465-9921-11-125,2010-09-16
10.1371/journal.pone.0013095,2010-09-29
10.1371/journal.pone.0013099,2010-10-01
10.1186/1743-422x-7-242,2010-09-18
10.1186/1743-422x-7-248,2010-09-21
10.1371/journal.pmed.1000346,2010-10-05
10.1371/journal.pone.0013197,2010-10-06
10.1371/journal.pone.0013315,2010-10-12
10.1371/journal.pone.0013350,2010-10-12
10.1371/journal.pone.0013047,2010-10-13
10.1371/journal.pone.0013377,2010-10-14
10.1186/1743-422x-7-249,2010-09-22
10.1186/1743-422x-7-254,2010-09-24
10.1371/journal.pone.0013381,2010-10-18
10.1371/journal.pone.0013432,2010-10-18
10.1155/2010/126049,2010-10-19
10.1186/1742-4690-7-79,2010-10-06
10.1186/1471-2334-10-288,2010-10-19
10.1186/1743-422x-7-270,2010-10-15
10.1371/journal.pone.0013640,2010-10-29
10.1371/journal.pone.0013733,2010-10-29
10.1371/journal.ppat.1001176,2010-11-04
10.1186/1745-6150-5-59,2010-11-04
10.1186/1745-7580-6-s2-s1,2010-11-03
10.1186/1745-7580-6-s2-s5,2010-11-08
10.1186/1742-2094-7-73,2010-11-02
10.1371/journal.pone.0014041,2010-11-17
10.1371/journal.pcbi.1001005,2010-11-18
10.1186/1743-422x-7-299,2010-11-04
10.1186/1471-2458-10-661,2010-11-02
10.1186/1471-2350-11-161,2010-11-11
10.1371/journal.pntd.0000892,2010-11-23
10.1186/1471-2334-10-322,2010-11-23
10.3390/md8102619,2010-10-11
10.1186/1743-422x-7-312,2010-11-12
10.1371/journal.pone.0014158,2010-11-30
10.1371/journal.pone.0014163,2010-11-30
10.1155/2011/238743,2010-12-01
10.1186/1471-2164-11-406,2010-06-24
10.1371/journal.pone.0014067,2010-12-02
10.1186/1471-2458-10-697,2010-11-16
10.1186/1476-069x-9-72,2010-11-16
10.1111/j.1365-3024.2009.01097.x,2009-01-14
10.1186/1471-2334-10-330,2010-11-17
10.1186/1471-2334-10-340,2011-01-05
10.1371/journal.pntd.0000918,2010-12-14
10.1371/journal.pone.0015301,2010-12-16
10.1186/1476-9255-7-57,2010-11-25
10.1371/journal.pone.0015225,2010-12-17
10.1155/2010/817580,2010-09-07
10.1371/journal.pone.0015243,2010-12-20
10.1186/1471-2458-10-s1-s10,2010-12-03
10.1186/1471-2458-10-s1-s2,2010-12-03
10.1186/1471-2458-10-s1-s8,2010-12-03
10.1186/1471-2458-10-s1-s9,2010-12-03
10.1186/1745-7580-6-12,2010-12-04
10.1371/journal.pntd.0000934,2011-01-04
10.1371/journal.pone.0014490,2011-01-05
10.1371/journal.ppat.1001258,2011-01-06
10.1186/1471-2164-11-668,2010-11-25
10.1155/2011/532908,2010-12-26
10.1155/2011/194507,2010-12-23
10.1186/1742-5573-7-12,2011-01-05
10.4061/2010/140539,2010-12-29
10.1371/journal.pone.0015091,2011-01-12
10.1371/journal.pone.0015916,2011-01-14
10.1371/journal.pone.0014520,2011-01-17
10.1186/1471-2172-11-65,2011-01-19
10.1186/1476-4598-10-3,2011-01-07
10.1371/journal.pone.0016324,2011-01-20
10.1186/1743-422x-8-11,2011-01-19
10.1186/1743-422x-8-3,2011-01-05
10.1371/journal.pone.0016118,2011-01-24
10.1371/journal.pone.0014576,2011-01-25
10.1371/journal.pone.0015874,2011-01-25
10.1371/journal.pone.0016555,2011-01-27
10.1186/1743-422x-8-23,2011-01-19
10.1098/rsif.2010.0216,2010-06-24
10.1186/1742-2094-8-4,2011-01-19
10.1371/journal.ppat.1001268,2011-02-03
10.1186/1465-9921-12-15,2011-02-04
10.1186/1756-0500-4-4,2011-02-08
10.1371/journal.pone.0016822,2011-02-08
10.1371/journal.pone.0016142,2011-02-09
10.3390/ijerph7124250,2010-12-17
10.1186/1471-2334-11-24,2013-03-01
10.1371/journal.ppat.1001278,2011-02-11
10.1371/journal.pone.0016796,2011-02-11
10.1186/1751-0147-53-3,2011-01-27
10.1371/journal.pone.0017192,2011-02-18
10.1186/1824-7288-37-10,2011-02-08
10.1186/1471-2334-11-41,2011-02-08
10.1371/journal.pone.0016837,2011-02-24
10.1186/1471-2105-12-37,2011-02-25
10.1371/journal.pone.0017400,2011-02-26
10.1371/journal.pone.0017035,2011-03-01
10.1186/1745-6150-6-10,2011-02-17
10.1186/1743-422x-8-62,2011-02-10
10.2174/138920210793175912,2010-12-19
10.1371/journal.pone.0017579,2011-03-03
10.1186/1743-422x-8-64,2011-02-10
10.1186/1471-2296-12-6,2011-02-18
10.1186/1743-422x-8-76,2011-02-25
10.1371/journal.pone.0017604,2011-03-08
10.1186/1297-9716-42-38,2011-02-25
10.1186/1297-9716-42-44,2011-03-02
10.1371/journal.pone.0017713,2011-03-16
10.1371/journal.pone.0017949,2011-03-16
10.1155/2011/284795,2011-02-20
10.1186/1743-422x-8-98,2011-03-04
10.1186/1477-5956-9-11,2011-03-08
10.1371/journal.pone.0018016,2011-03-18
10.1186/1743-422x-8-107,2011-03-08
10.1186/1423-0127-18-21,2011-03-09
10.1155/2011/284909,2011-03-16
10.1371/journal.ppat.1002004,2011-03-24
10.1371/journal.pone.0014767,2011-03-24
10.1371/journal.pone.0018176,2011-03-24
10.1371/journal.pone.0017825,2011-03-25
10.1371/journal.pone.0017836,2011-03-25
10.1371/journal.pone.0017942,2011-03-25
10.1186/1471-2334-11-65,2011-03-16
10.1371/journal.pone.0017946,2011-03-28
10.1155/2010/754938,2011-01-05
10.1155/2011/476137,2010-12-09
10.1186/1743-422x-8-118,2011-03-16
10.1371/journal.pone.0017780,2011-03-29
10.1371/journal.pone.0015669,2011-03-29
10.1371/journal.pone.0018159,2011-03-30
10.1186/1745-6215-12-70,2011-03-09
10.1371/journal.ppat.1001329,2011-03-31
10.1371/journal.pone.0018150,2011-03-31
10.1186/1471-2377-11-37,2011-04-01
10.1186/1743-422x-8-130,2011-03-22
10.1186/1743-422x-8-131,2011-03-22
10.1371/journal.pone.0018437,2011-04-06
10.1371/journal.pone.0018414,2011-04-11
10.1371/journal.pone.0018543,2011-04-11
10.1186/1297-9716-42-54,2011-04-01
10.1371/journal.pone.0017189,2011-04-16
10.1371/journal.pone.0017292,2011-04-16
10.1371/journal.pone.0018928,2011-04-18
10.1186/1471-2458-11-181,2011-04-01
10.1186/1743-422x-8-146,2011-04-05
10.1371/journal.pone.0018558,2011-04-20
10.1186/1479-0556-9-8,2011-04-08
10.1289/ehp.1002203,2010-11-30
10.1371/journal.pone.0019056,2011-04-22
10.1371/journal.pone.0019352,2011-04-25
10.1371/journal.pone.0019311,2011-04-26
10.1371/journal.pone.0018687,2011-04-27
10.3390/ijms12020905,2011-01-26
10.1371/journal.pone.0019181,2011-04-29
10.1371/journal.pone.0019245,2011-04-29
10.1371/journal.pone.0019330,2011-04-29
10.1371/journal.pone.0018860,2011-05-03
10.1186/1743-422x-8-174,2011-04-21
10.1371/journal.pone.0019232,2011-05-04
10.1371/journal.ppat.1002028,2011-05-05
10.1371/journal.pone.0018669,2011-05-06
10.1371/journal.pone.0018894,2011-05-06
10.1186/1471-2105-12-96,2011-04-14
10.1186/1743-422x-8-163,2011-04-13
10.1186/1756-3305-4-49,2011-04-14
10.1371/journal.pone.0018890,2011-04-29
10.1186/1471-2458-11-2,2011-01-19
10.1186/1471-2458-10-672,2010-11-05
10.1186/1471-2164-11-444,2010-08-10
10.1186/1471-2164-11-586,2010-10-20
10.1371/journal.pone.0019621,2011-05-10
10.1371/journal.pone.0019750,2011-05-10
10.1186/1471-2458-11-s2-s2,2011-03-04
10.1371/journal.pone.0019156,2011-05-12
10.1186/1471-2334-11-105,2011-04-26
10.1186/1745-6215-12-94,2011-04-15
10.1186/1743-422x-8-184,2011-04-26
10.1093/ecam/nep214,2009-12-23
10.1093/ecam/nep187,2009-12-16
10.1186/1471-2334-11-111,2011-05-03
10.1186/1743-422x-8-172,2011-04-20
10.1371/journal.pone.0019417,2011-05-18
10.1371/journal.pone.0019510,2011-05-18
10.1371/journal.pone.0020165,2011-05-18
10.2349/biij.6.4.e35,2011-05-09
10.1186/1471-2105-11-79,2010-02-09
10.1186/1475-2875-10-106,2011-04-29
10.1155/2011/531302,2010-11-02
10.1371/journal.pone.0020070,2011-05-23
10.1371/journal.pone.0020086,2011-05-23
10.1155/2011/916486,2011-02-21
10.3390/ijms11125165,2010-12-17
10.1371/journal.pone.0019933,2011-05-24
10.1371/journal.ppat.1002059,2011-05-26
10.1371/journal.pone.0019436,2011-05-27
10.1371/journal.pntd.0001215,2011-05-30
10.1371/journal.pmed.1000441,2011-05-31
10.1186/1741-7015-9-44,2011-04-27
10.1155/2011/190648,2011-06-01
10.1371/journal.pone.0020656,2011-06-17
10.1371/journal.pmed.1001042,2011-06-17
10.3390/v3050493,2011-05-06
10.1371/journal.ppat.1002090,2011-06-17
10.1186/1471-2334-11-128,2011-05-18
10.1186/1743-422x-8-243,2011-05-19
10.1371/journal.pone.0020947,2011-06-17
10.1186/1752-1947-5-194,2011-06-18
10.1371/journal.pone.0021042,2011-06-17
10.1371/journal.pone.0020215,2011-06-17
10.1371/journal.pone.0020972,2011-06-17
10.1111/j.1365-2893.2010.01330.x,2010-06-08
10.1186/1742-4690-8-32,2011-05-12
10.1186/1471-2164-12-219,2011-05-11
10.1371/journal.pone.0020949,2011-06-21
10.1371/journal.pntd.0001188,2011-06-21
10.1371/journal.pone.0021287,2011-06-21
10.1186/1743-422x-8-170,2011-05-17
10.1186/1475-2859-10-37,2011-05-19
10.1186/1743-422x-8-262,2011-05-28
10.1186/1743-422x-8-273,2011-06-04
10.1186/1471-2458-11-337,2011-05-19
10.1186/1471-2105-12-226,2011-06-03
10.1186/1743-422x-8-239,2011-06-23
10.1371/journal.pone.0021335,2011-06-23
10.1371/journal.pntd.0001054,2011-06-28
10.1186/1297-9716-42-67,2011-06-28
10.1186/1472-6750-11-61,2011-06-03
10.1186/1743-422x-8-263,2011-05-31
10.1186/1471-2121-12-25,2011-06-03
10.3390/v3060659,2011-06-03
10.1371/journal.pcbi.1002093,2011-06-30
10.1186/1471-2458-11-444,2011-06-07
10.1186/1471-2334-11-161,2011-06-07
10.1098/rstb.2010.0387,2011-05-30
10.1371/journal.pone.0021611,2014-04-28
10.1371/journal.ppat.1001347,2011-07-07
10.1371/journal.pone.0021398,2011-07-07
10.3390/v2020547,2010-02-04
10.1371/journal.pone.0022157,2011-07-11
10.1155/2011/181646,2011-06-15
10.1371/journal.ppat.1002155,2011-07-14
10.1371/journal.pone.0022018,2011-07-11
10.1371/journal.pone.0021775,2011-07-18
10.1099/vir.0.029264-0,2011-02-10
10.1371/journal.pone.0022336,2011-07-19
10.1371/journal.pone.0022488,2011-07-19
10.1155/2011/214174,2011-07-18
10.1371/journal.ppat.1002136,2011-07-21
10.1371/journal.pone.0022124,2011-07-22
10.1186/1743-422x-8-308,2011-06-17
10.1371/journal.pone.0022151,2011-07-25
10.1177/1740774511403513,2011-07-05
10.1371/journal.pone.0022717,2011-07-29
10.1098/rstb.2011.0100,2011-09-05
10.1186/1471-2334-11-192,2011-07-13
10.1186/1471-2458-11-522,2011-07-01
10.1186/1477-5956-9-32,2011-06-28
10.1186/1743-422x-8-325,2011-06-28
10.1186/1752-1947-5-259,2011-07-01
10.1186/1743-422x-8-348,2011-07-13
10.1371/journal.pone.0022635,2011-08-02
10.1186/1471-2334-11-199,2011-08-05
10.1371/journal.pone.0023267,2011-08-05
10.1186/1471-2334-10-82,2010-03-30
10.1186/1743-422x-8-336,2011-08-09
10.3390/toxins2112519,2010-10-28
10.1371/journal.pone.0022156,2011-08-03
10.1186/1743-422x-8-332,2011-06-30
10.1371/journal.pone.0022631,2011-08-10
10.1371/journal.pone.0023001,2011-08-12
10.1371/journal.pntd.0001279,2011-08-16
10.1155/2011/527610,2011-09-21
10.1371/journal.pone.0023514,2011-08-17
10.1371/journal.pone.0023374,2011-08-19
10.1186/2110-5820-1-5,2011-03-23
10.1155/2012/931636,2011-08-22
10.1186/1471-2458-11-541,2011-08-23
10.1371/journal.pone.0023380,2011-08-24
10.1371/journal.pone.0023616,2011-08-24
10.1371/journal.pone.0023606,2011-08-24
10.1371/journal.pone.0023058,2011-08-24
10.1371/journal.pone.0023710,2011-08-24
10.1371/journal.pone.0023700,2011-08-24
10.1371/journal.pone.0023988,2011-08-24
10.1371/journal.pone.0023016,2011-08-26
10.1186/1749-8090-6-92,2011-08-27
10.1186/1742-2094-8-89,2011-08-04
10.3797/scipharm.1012-08,2011-05-29
10.1371/journal.pone.0023730,2011-08-17
10.1371/journal.ppat.1002198,2011-09-01
10.1371/journal.pone.0024352,2011-08-30
10.1186/1471-2105-12-317,2011-08-04
10.1371/journal.pone.0024157,2011-09-02
10.1186/1559-0275-8-2,2011-12-19
10.3134/ehtj.09.006,2009-08-19
10.3134/ehtj.09.010,2009-12-09
10.3134/ehtj.09.012,2009-12-09
10.1186/1743-422x-8-405,2011-08-16
10.1371/journal.pone.0024067,2011-08-30
10.1107/s1744309111029204,2011-08-12
10.1186/1479-5876-9-112,2011-09-08
10.1186/1743-422x-8-380,2011-08-02
10.1371/journal.ppat.1002247,2011-09-09
10.1186/1756-0500-4-297,2011-08-17
10.3390/v3081501,2011-08-24
10.1371/journal.pone.0025005,2011-09-15
10.1371/journal.pone.0024296,2011-09-16
10.1371/journal.pone.0024527,2011-09-16
10.1371/journal.pone.0024806,2011-09-16
10.1371/journal.pone.0024734,2011-09-16
10.1186/1471-2334-11-232,2011-09-01
10.1371/journal.pone.0024758,2011-09-20
10.1186/1743-422x-8-434,2011-09-08
10.1371/journal.pone.0025060,2011-09-23
10.1371/journal.pone.0025378,2011-09-23
10.1186/1743-422x-8-432,2011-09-08
10.1371/journal.pone.0025504,2011-09-26
10.1371/journal.pone.0025385,2011-09-28
10.1186/2046-0481-64-9,2011-09-15
10.1371/journal.pone.0025738,2011-09-29
10.1186/1743-422x-8-435,2011-09-13
10.3390/v1010001,2009-03-31
10.3390/v1010003,2009-04-21
10.3390/v1010042,2009-06-08
10.3390/v1010057,2009-06-11
10.3390/v1020166,2009-08-26
10.3390/v1020255,2009-09-07
10.3390/v1030383,2009-10-14
10.3390/v1030647,2009-10-30
10.3390/v1030895,2009-11-10
10.3390/v1030523,2009-10-27
10.3390/v1031178,2009-12-04
10.3390/v1030678,2009-11-04
10.3390/v1030802,2009-11-06
10.3390/v1031166,2009-12-04
10.3390/v2010283,2010-01-25
10.3390/v2102154,2010-09-28
10.3390/v2102356,2010-10-19
10.3390/v2112541,2010-11-18
10.3390/v2112436,2010-11-05
10.3390/v2122763,2010-12-20
10.3390/v2122587,2010-11-30
10.3390/v2122559,2010-11-25
10.3390/v2020468,2010-02-02
10.3390/v2020676,2010-02-23
10.3390/v3040379,2011-04-15
10.3390/v2071448,2010-07-09
10.3390/v2081647,2010-08-06
10.3390/v2081803,2010-08-24
10.3390/v3071112,2011-07-11
10.3390/v3081332,2011-08-05
10.3390/v3081320,2011-08-30
10.3390/v3081342,2011-08-05
10.1371/journal.pone.0025691,2011-10-05
10.1371/journal.pmed.1001103,2011-10-05
10.3390/v3010012,2011-01-17
10.3390/v2051106,2010-05-04
10.3390/v2051055,2010-04-29
10.3390/v3091610,2011-09-05
10.3390/v3091777,2011-09-23
10.3390/v3091549,2011-08-30
10.3390/v3091699,2011-09-15
10.1371/journal.pone.0025858,2011-10-05
10.1186/1472-6963-11-225,2011-09-20
10.1371/journal.pone.0025488,2011-10-10
10.1371/journal.pone.0025294,2011-10-10
10.1371/journal.pone.0025837,2011-10-10
10.1155/2011/690286,2011-10-11
10.1371/journal.pone.0025697,2011-10-12
10.1371/journal.pone.0025934,2011-10-12
10.1186/1471-2474-12-215,2011-09-29
10.1371/journal.pone.0025434,2011-10-13
10.1371/journal.pone.0026330,2011-10-13
10.1371/journal.ppat.1002294,2011-10-13
10.1186/1742-4690-8-75,2011-09-27
10.1371/journal.pone.0026296,2011-10-14
10.1371/journal.pntd.0001359,2011-10-18
10.1186/1742-4690-8-66,2011-08-16
10.1371/journal.pone.0025964,2011-10-17
10.1371/journal.pone.0024706,2011-10-17
10.1371/journal.ppat.1002322,2011-10-20
10.1371/journal.ppat.1002315,2011-10-20
10.1371/journal.pone.0026047,2011-10-19
10.1186/1741-7015-9-110,2011-10-05
10.1155/2012/691258,2011-10-19
10.1186/1297-9716-42-106,2011-10-25
10.1186/1471-227x-11-16,2011-10-07
10.1186/2046-0481-64-12,2011-10-25
10.1186/1743-422x-8-369,2011-07-27
10.1186/1743-422x-8-460,2011-10-05
10.1371/journal.pone.0026072,2011-10-24
10.1371/journal.ppat.1002339,2011-10-27
10.1371/journal.ppat.1002331,2011-10-27
10.1098/rspb.2011.0300,2011-04-27
10.3390/v3101891,2011-10-13
10.3390/v3101959,2011-10-20
10.4061/2011/328307,2011-10-31
10.1371/journal.pone.0026781,2011-11-02
10.1371/journal.pone.0027228,2011-11-02
10.1186/1756-0500-4-426,2011-10-20
10.1186/1471-2334-11-284,2011-10-25
10.3390/md9101682,2011-09-26
10.1371/journal.pone.0027313,2011-11-08
10.1186/1471-2172-12-59,2011-10-19
10.1186/1743-422x-8-483,2011-10-27
10.1186/1743-422x-8-484,2011-10-27
10.1186/1471-2350-12-141,2011-11-11
10.1186/1471-2105-12-240,2011-06-17
10.1371/journal.pone.0027406,2011-11-11
10.1371/journal.pone.0027666,2011-11-11
10.1155/2012/797180,2011-11-03
10.1155/2012/307315,2011-11-10
10.1371/journal.pone.0027140,2011-11-17
10.1186/gb-2011-12-4-r35,2011-04-08
10.1371/journal.pgen.1002378,2011-11-17
10.1186/1743-422x-8-455,2011-11-17
10.1371/journal.ppat.1002369,2011-11-17
10.1371/journal.ppat.1002393,2011-11-17
10.1186/2046-0481-64-14,2011-11-19
10.1371/journal.pone.0027932,2011-11-22
10.1186/1752-1947-5-520,2011-11-24
10.1186/1756-0500-4-375,2011-09-29
10.4061/2011/124064,2011-11-16
10.1371/journal.pone.0027680,2011-12-01
10.1155/2012/831010,2011-11-17
10.1371/journal.pone.0027744,2011-12-01
10.1371/journal.pone.0027915,2011-12-01
10.1371/journal.pone.0028111,2011-12-01
10.1371/journal.pone.0028131,2011-12-01
10.1371/journal.pone.0028178,2011-12-01
10.1155/2011/741406,2011-11-21
10.1371/journal.pone.0028479,2011-12-03
10.1371/journal.pone.0028411,2011-12-03
10.1371/journal.pone.0028551,2011-12-03
10.1371/journal.pone.0028594,2011-12-05
10.1371/journal.pone.0028001,2011-12-05
10.3390/v3112328,2011-11-18
10.3390/s110605754,2011-05-27
10.1186/1475-2859-10-s1-s4,2011-08-30
10.1371/journal.pntd.0001421,2011-12-06
10.1371/journal.pone.0028667,2011-12-06
10.3390/ijms12117732,2011-11-10
10.3390/ijms12117861,2011-11-14
10.1371/journal.ppat.1002413,2011-12-08
